Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Year
201201EO40083,1,3,3,1,2012
201201EO40085,1,3,2,5,2012
201201EO40086,1,3,2,1,2012
201201EO40088,1,3,1,1,2012
201201EO40089,1,3,1,1,2012
201201EO40090,1,3,1,1,2012
201201EO40091,1,3,1,1,2012
201201EO40092,1,3,2,1,2012
201201EO40094,1,3,1,1,2012
201201EO40096,1,3,2,1,2012
201201EO40097,1,3,2,2,2012
201201EO40099,1,3,3,1,2012
201201EO40100,1,3,1,1,2012
201201EO40101,1,3,2,1,2012
201201EO40102,1,3,2,1,2012
201201EO40103,1,3,2,1,2012
201201EO40105,1,3,2,1,2012
201201EO40106,1,3,2,2,2012
201201EO40107,1,3,2,1,2012
201201EO40108,1,3,2,1,2012
201201EO40109,1,3,2,1,2012
201201EO40110,1,3,2,1,2012
201201EO40111,1,3,2,3,2012
201201EO40112,1,2,1,1,2012
201201EO40113,1,3,1,1,2012
201201EO40114,1,3,1,1,2012
201201EO40115,1,3,1,1,2012
201201EO40117,1,3,1,1,2012
201201EO40118,1,3,1,1,2012
201201EO40120,1,3,2,1,2012
201201EO40121,1,3,2,1,2012
201201EO40122,1,3,2,1,2012
201201EO40123,1,3,2,1,2012
201201EO40124,1,3,1,1,2012
201201EO40125,1,3,2,2,2012
201201EO40126,1,3,2,1,2012
201201EO40127,1,3,2,1,2012
201201EO40128,1,2,1,1,2012
201201EO40129,1,3,2,1,2012
201201EO40130,1,2,2,1,2012
201201EO40132,1,3,2,1,2012
201201EO40133,1,3,1,1,2012
201201EO40134,1,3,2,1,2012
201201EO40135,1,3,2,1,2012
201201EO40136,1,3,2,1,2012
201201EO40137,1,3,2,1,2012
201201EO40138,1,3,1,1,2012
201201EO40139,1,3,2,1,2012
201201EO40140,1,3,2,1,2012
201201EO40141,1,3,2,1,2012
201201EO40142,1,2,2,1,2012
201201EO40144,1,3,2,2,2012
201201EO40145,1,3,1,1,2012
201201EO40146,1,3,2,1,2012
201201EO40148,1,3,1,2,2012
201201EO40149,1,3,2,1,2012
201201EO40150,1,3,2,1,2012
201201EO40151,1,3,2,1,2012
201201EO40152,1,3,2,2,2012
201201EO40153,1,3,2,1,2012
201201EO40154,1,3,2,1,2012
201201EO40155,1,3,1,1,2012
201201EO40156,48,3,2,1,2012
201201EO40157,1,3,2,2,2012
201201EO40158,1,3,2,1,2012
201201EO40159,1,3,1,1,2012
201201EO40160,1,3,2,1,2012
201201EO40161,1,3,2,1,2012
201201EO40162,1,3,1,1,2012
201201EO40163,1,3,1,1,2012
201201EO40164,1,3,2,1,2012
201201EO40165,1,2,1,1,2012
201201EO40166,1,3,2,1,2012
201201EO40167,1,3,2,1,2012
201201EO40168,1,3,2,1,2012
201201EO40169,1,3,3,1,2012
201201EO40171,1,3,1,1,2012
201201EO40172,1,3,1,1,2012
201201EO40173,1,3,2,1,2012
201201EO40174,1,2,1,1,2012
201201EO40175,1,3,3,1,2012
201201EO40176,1,3,3,1,2012
201201EO40177,1,3,2,1,2012
201201EO40178,1,3,2,1,2012
201201EO40179,1,3,2,1,2012
201201EO40181,1,3,2,1,2012
201201EO40182,1,3,2,1,2012
201201EO40183,1,3,3,1,2012
201201EO40184,1,3,1,1,2012
201201EO40185,1,3,2,1,2012
201201EO40186,1,3,2,1,2012
201201EO40187,1,3,3,2,2012
201201EO40188,1,3,1,1,2012
201201EO40189,1,3,2,1,2012
201201EO40190,1,3,2,1,2012
201201EO40193,1,3,1,1,2012
201201EO40194,1,3,2,1,2012
201201EO40196,1,3,1,1,2012
201201EO40197,1,3,1,1,2012
201201EO40198,1,3,2,1,2012
201201EO40199,1,3,2,1,2012
201201EO40200,1,3,2,1,2012
201201EO40202,1,3,1,1,2012
201201EO40203,1,3,2,1,2012
201201EO40204,1,3,2,1,2012
201201EO40206,1,3,2,1,2012
201201EO40207,1,3,2,1,2012
201201EO40208,1,3,2,2,2012
201201EO40210,48,3,1,1,2012
201201EO40211,1,3,2,1,2012
201201EO40212,1,3,2,1,2012
201201EO40213,1,3,2,1,2012
201201EO40215,1,3,4,2,2012
201201EO40216,1,3,2,1,2012
201201EO40217,1,3,2,1,2012
201201EO40218,1,3,2,1,2012
201201EO40220,1,3,2,1,2012
201201EO40221,1,3,2,1,2012
201201EO40223,1,3,2,1,2012
201201EO40224,1,3,2,1,2012
201201EO40225,1,3,2,1,2012
201201EO40226,1,3,2,1,2012
201201EO40227,1,3,2,1,2012
201201EO40228,1,3,2,1,2012
201201EO40229,1,3,2,1,2012
201201EO40230,1,3,1,1,2012
201201EO40231,1,3,2,1,2012
201201EO40232,1,2,2,1,2012
201201EO40233,1,3,2,1,2012
201201EO40234,1,2,2,1,2012
201201EO40235,1,3,2,1,2012
201201EO40236,1,3,2,2,2012
201201EO40237,1,3,1,1,2012
201201EO40238,1,3,2,1,2012
201201EO40240,1,3,1,1,2012
201201EO40241,1,3,2,1,2012
201201EO40243,1,3,1,2,2012
201201EO40244,1,3,1,1,2012
201201EO40246,1,3,1,2,2012
201201EO40247,1,3,2,1,2012
201201EO40248,1,3,3,2,2012
201201EO40249,1,3,1,1,2012
201201EO40250,1,3,2,1,2012
201201EO40251,1,3,2,1,2012
201201EO40252,1,3,2,1,2012
201201EO40253,1,3,3,1,2012
201201EO40254,1,3,2,1,2012
201201EO40255,1,2,2,3,2012
201201EO40258,1,3,2,1,2012
201201EO40259,1,3,2,1,2012
201201EO40260,1,3,2,2,2012
201201EO40261,1,3,2,1,2012
201201EO40262,1,3,1,1,2012
201201EO40264,1,3,1,1,2012
201201EO40265,1,3,2,1,2012
201201EO40266,1,3,1,1,2012
201201EO40267,1,3,2,1,2012
201201EO40268,1,3,2,1,2012
201201EO40269,1,3,1,1,2012
201201EO40270,1,3,2,1,2012
201201EO40271,1,3,2,1,2012
201201EO40272,1,3,1,1,2012
201201EO40273,1,3,3,3,2012
201201EO40274,1,3,2,1,2012
201201EO40275,1,3,2,1,2012
201201EO40276,1,3,1,1,2012
201201EO40277,1,3,2,1,2012
201201EO40279,1,2,2,1,2012
201201EO40280,1,3,2,1,2012
201201EO40281,1,3,3,1,2012
201201EO40283,1,3,2,1,2012
201201EO40285,1,3,2,1,2012
201201EO40286,1,3,1,1,2012
201201EO40287,1,3,1,1,2012
201201EO40289,1,3,2,1,2012
201201EO40290,1,3,2,2,2012
201201EO40291,1,3,2,1,2012
201201EO40292,1,3,2,1,2012
201201EO40293,1,3,3,1,2012
201201EO40294,1,3,2,1,2012
201201EO40296,1,3,2,1,2012
201201EO40297,1,3,2,1,2012
201201EO40298,1,3,2,1,2012
201201EO40299,1,3,2,1,2012
201201EO40300,1,3,2,1,2012
201201EO40301,1,3,2,1,2012
201201EO40302,1,3,2,1,2012
201201EO40303,1,3,2,1,2012
201201EO40304,1,3,3,2,2012
201201EO40306,1,3,2,1,2012
201201EO40307,1,3,1,1,2012
201201EO40308,1,3,1,1,2012
201201EO40309,1,3,2,1,2012
201201EO40310,1,3,2,1,2012
201201EO40311,1,3,2,1,2012
201201EO40312,1,3,2,1,2012
201201EO40313,1,3,2,1,2012
201201EO40314,1,3,1,1,2012
201201EO40315,1,3,1,1,2012
201201EO40316,1,3,2,1,2012
201201EO40317,1,3,3,1,2012
201201EO40318,1,3,2,1,2012
201201EO40319,1,3,1,1,2012
201201EO40320,1,3,1,1,2012
201201EO40321,1,3,2,1,2012
201201EO40322,1,3,2,1,2012
201201EO40323,1,3,2,1,2012
201201EO40324,1,3,2,1,2012
201201EO40325,1,3,3,1,2012
201201EO40326,1,3,2,2,2012
201201EO40327,1,3,1,1,2012
201201EO40328,1,3,2,1,2012
201201EO40329,1,3,1,1,2012
201201EO40332,1,3,4,2,2012
201201EO40333,1,3,1,1,2012
201201EO40334,1,3,1,2,2012
201201EO40335,1,3,2,1,2012
201201EO40336,1,3,1,1,2012
201201EO40337,1,3,2,1,2012
201201EO40338,1,3,2,2,2012
201201EO40340,1,3,2,1,2012
201201EO40342,1,3,2,1,2012
201201EO40343,1,3,2,1,2012
201201EO40344,1,3,2,1,2012
201201EO40345,1,3,2,1,2012
201201EO40346,1,3,1,1,2012
201201EO40348,1,2,1,1,2012
201201EO40350,1,3,2,1,2012
201201EO40351,1,3,2,1,2012
201201EO40352,1,3,1,1,2012
201201EO40354,1,2,2,1,2012
201201EO40355,1,3,2,1,2012
201201EO40356,1,3,3,2,2012
201201EO40357,1,3,1,1,2012
201201EO40358,1,3,1,1,2012
201201EO40360,1,3,2,1,2012
201201EO40361,1,3,2,1,2012
201201EO40362,1,3,1,2,2012
201201EO40363,1,3,1,1,2012
201201EO40365,1,3,2,3,2012
201201EO40366,1,3,2,1,2012
201201EO40368,1,3,2,1,2012
201201EO40369,1,3,2,1,2012
201201EO40371,1,3,2,1,2012
201201EO40372,1,3,2,1,2012
201201EO40373,1,3,2,1,2012
201201EO40374,1,3,2,1,2012
201201EO40375,1,3,3,1,2012
201201EO40376,1,3,4,1,2012
201201EO40377,1,3,1,1,2012
201201EO40378,1,3,2,1,2012
201201EO40379,1,3,1,1,2012
201201EO40380,1,3,2,1,2012
201201EO40381,1,3,2,1,2012
201201EO40382,1,2,1,2,2012
201201EO40385,1,3,2,1,2012
201201EO40386,1,3,2,1,2012
201201EO40387,1,3,1,1,2012
201201EO40388,1,3,1,1,2012
201201EO40389,1,3,2,2,2012
201201EO40390,1,3,2,1,2012
201201EO40391,1,3,2,1,2012
201201EO40392,1,3,2,1,2012
201201EO40393,1,3,2,1,2012
201201EO40394,1,3,3,1,2012
201201EO40395,1,3,2,1,2012
201201EO40396,1,3,1,1,2012
201201EO40397,1,3,1,1,2012
201201EO40399,1,3,2,1,2012
201201EO40400,1,3,2,1,2012
201201EO40401,1,3,1,3,2012
201201EO40402,1,3,2,1,2012
201201EO40403,1,3,2,2,2012
201201EO40404,1,3,1,1,2012
201201EO40405,1,3,1,1,2012
201201EO40406,1,3,2,1,2012
201201EO40407,1,3,1,1,2012
201201EO40408,1,3,1,1,2012
201201EO40409,1,3,2,2,2012
201201EO40410,1,3,2,1,2012
201201EO40411,1,3,1,1,2012
201201EO40412,1,3,2,1,2012
201201EO40413,1,3,3,1,2012
201201EO40414,1,3,3,1,2012
201201EO40415,1,3,1,2,2012
201201EO40416,1,3,2,1,2012
201201EO40417,1,3,2,1,2012
201201EO40418,1,3,2,1,2012
201201EO40419,1,3,2,2,2012
201201EO40420,1,3,2,2,2012
201201EO40421,1,3,2,1,2012
201201EO40422,1,3,2,2,2012
201201EO40423,1,3,2,1,2012
201201EO40424,1,3,2,1,2012
201201EO40425,1,3,1,1,2012
201201EO40426,1,3,3,3,2012
201201EO40427,1,3,2,1,2012
201201EO40428,1,3,2,1,2012
201201EO40429,1,3,2,1,2012
201201EO40431,1,3,2,1,2012
201201EO40432,1,2,2,1,2012
201201EO40433,1,3,2,1,2012
201201EO40434,1,3,2,2,2012
201201EO40435,1,3,2,1,2012
201201EO40436,1,3,2,1,2012
201201EO40437,1,3,2,1,2012
201201EO40438,1,3,1,1,2012
201201EO40440,1,3,2,1,2012
201201EO40441,1,3,2,1,2012
201201EO40442,48,3,2,1,2012
201201EO40443,1,3,2,1,2012
201201EO40444,1,3,2,1,2012
201201EO40445,1,3,1,2,2012
201201EO40446,1,3,2,1,2012
201201EO40448,1,3,2,1,2012
201201EO40449,1,3,2,1,2012
201201EO40450,1,3,1,1,2012
201201EO40452,1,3,2,1,2012
201201EO40453,1,3,1,1,2012
201201EO40454,1,3,3,1,2012
201201EO40455,1,3,1,1,2012
201201EO40456,1,3,2,1,2012
201201EO40457,1,3,1,1,2012
201201EO40458,1,3,2,1,2012
201201EO40460,1,3,1,1,2012
201201EO40461,1,3,2,1,2012
201201EO40462,1,3,2,1,2012
201201EO40463,1,3,2,1,2012
201201EO40465,1,3,2,1,2012
201201EO40466,1,3,1,1,2012
201201EO40467,1,3,3,1,2012
201201EO40469,1,3,2,1,2012
201201EO40470,1,3,2,1,2012
201201EO40472,1,3,2,1,2012
201201EO40473,1,3,2,2,2012
201201EO40474,1,3,1,1,2012
201201EO40475,1,3,2,1,2012
201201EO40476,1,3,2,1,2012
201201EO40477,1,3,2,1,2012
201201EO40478,1,3,2,1,2012
201201EO40479,1,3,1,1,2012
201201EO40480,1,3,2,1,2012
201201EO40481,1,3,3,1,2012
201201EO40482,1,3,1,1,2012
201201EO40483,1,3,2,1,2012
201201EO40484,1,3,2,1,2012
201201EO40485,1,3,2,1,2012
201201EO40486,1,3,2,1,2012
201201EO40487,1,2,2,1,2012
201201EO40488,1,3,2,1,2012
201201EO40489,1,3,2,1,2012
201201EO40490,1,3,2,1,2012
201201EO40491,1,3,1,2,2012
201201EO40492,1,3,2,1,2012
201201EO40494,1,3,2,1,2012
201201EO40495,1,3,2,1,2012
201201EO40497,1,3,1,1,2012
201201EO40498,1,3,2,1,2012
201201EO40499,1,3,2,1,2012
201201EO40500,1,3,2,1,2012
201201EO40501,1,3,1,1,2012
201201EO40502,1,3,2,1,2012
201201EO40503,1,3,2,1,2012
201201EO40504,1,3,1,1,2012
201201EO40505,1,3,2,1,2012
201201EO40506,1,3,2,1,2012
201201EO40509,1,3,2,1,2012
201201EO40510,1,3,2,1,2012
201201EO40511,1,3,1,1,2012
201201EO40514,1,3,1,1,2012
201201EO40515,1,3,2,1,2012
201201EO40516,1,3,2,1,2012
201201EO40517,1,3,2,1,2012
201201EO40518,1,3,2,1,2012
201201EO40519,1,3,2,2,2012
201201EO40520,1,3,2,1,2012
201201EO40521,1,3,2,1,2012
201201EO40523,1,3,2,1,2012
201201EO40524,1,3,2,1,2012
201201EO40525,1,3,1,1,2012
201201EO40526,1,3,2,1,2012
201201EO40527,1,3,2,1,2012
201201EO40528,1,3,2,1,2012
201201EO40529,1,3,2,1,2012
201201EO40530,1,3,1,1,2012
201201EO40531,1,3,2,1,2012
201201EO40532,1,3,2,1,2012
201201EO40533,1,3,2,1,2012
201201EO40534,1,3,2,1,2012
201201EO40535,1,3,2,1,2012
201201EO40537,1,3,2,1,2012
201201EO40538,1,3,2,1,2012
201201EO40539,1,3,2,1,2012
201201EO40540,1,3,2,1,2012
201201EO40542,1,3,2,1,2012
201201EO40543,1,3,2,1,2012
201201EO40544,1,3,2,1,2012
201201EO40545,1,3,2,1,2012
201201EO40546,1,3,2,1,2012
201201EO40547,1,3,2,1,2012
201201EO40548,1,3,2,1,2012
201201EO40549,1,3,2,1,2012
201201EO40550,1,3,2,1,2012
201201EO40554,1,3,2,1,2012
201201EO40555,1,3,2,1,2012
201201EO40557,1,3,1,1,2012
201201EO40558,1,3,2,1,2012
201201EO40559,1,3,2,1,2012
201201EO40560,1,3,1,1,2012
201201EO40561,1,3,2,1,2012
201201EO40562,1,3,2,1,2012
201201EO40563,1,3,2,1,2012
201201EO40564,1,3,2,1,2012
201201EO40565,1,3,2,1,2012
201201EO40566,1,2,1,1,2012
201201EO40567,1,3,2,1,2012
201201EO40568,1,3,2,1,2012
201201EO40570,1,3,1,1,2012
201201EO40571,1,3,2,1,2012
201201EO40572,1,3,2,1,2012
201201EO40573,1,3,2,1,2012
201201EO40574,1,3,2,1,2012
201201EO40575,1,3,2,1,2012
201201EO40577,1,3,2,1,2012
201201EO40578,1,3,2,1,2012
201201EO40579,1,3,2,1,2012
201201EO40580,1,3,1,1,2012
201201EO40581,1,3,2,1,2012
201201EO40582,1,3,2,1,2012
201201EO40583,1,3,2,1,2012
201201EO40584,1,3,2,1,2012
201201EO40585,1,3,2,1,2012
201201EO40586,1,3,2,1,2012
201201EO40587,1,3,2,1,2012
201201EO40588,1,3,2,2,2012
201201EO40589,1,2,2,1,2012
201201EO40590,1,2,1,1,2012
201201EO40591,1,3,2,1,2012
201201EO40592,1,3,1,1,2012
201201EO40593,1,3,2,1,2012
201201EO40594,1,3,1,2,2012
201201EO40595,1,3,2,1,2012
201201EO40596,1,3,2,2,2012
201201EO40597,1,3,3,1,2012
201201EO40598,1,3,2,1,2012
201201EO40599,1,3,2,1,2012
201201EO40600,1,3,1,1,2012
201201EO40601,1,3,2,1,2012
201201EO40602,1,3,2,1,2012
201201EO40603,1,2,2,1,2012
201201EO40604,1,3,1,1,2012
201201EO40605,1,3,2,1,2012
201201EO40607,1,3,2,1,2012
201201EO40608,1,3,2,1,2012
201201EO40609,1,3,2,1,2012
201201EO40610,1,3,2,2,2012
201201EO40611,1,2,2,1,2012
201201EO40612,1,3,2,1,2012
201201EO40613,1,3,2,1,2012
201201EO40614,1,3,1,1,2012
201201EO40617,1,3,2,1,2012
201201EO40619,1,3,2,1,2012
201201EO40620,1,3,2,1,2012
201201EO40622,1,3,2,1,2012
201201EO40623,1,3,1,1,2012
201201EO40624,1,3,2,1,2012
201201EO40625,1,3,2,1,2012
201201EO40626,1,3,1,1,2012
201201EO40627,1,3,3,2,2012
201201EO40629,1,3,2,1,2012
201201EO40631,1,3,2,1,2012
201201EO40632,1,3,2,1,2012
201201EO40633,1,3,1,1,2012
201201EO40634,1,3,1,1,2012
201201EO40635,1,3,1,1,2012
201201EO40636,1,3,1,1,2012
201201EO40637,1,3,2,1,2012
201201EO40638,1,3,2,1,2012
201201EO40642,1,3,2,1,2012
201201EO40643,1,3,2,1,2012
201201EO40644,1,3,1,1,2012
201201EO40645,1,3,1,1,2012
201201EO40646,1,3,2,1,2012
201201EO40647,1,3,2,1,2012
201201EO40648,1,3,2,1,2012
201201EO40649,1,3,2,1,2012
201201EO40651,1,3,1,1,2012
201201EO40652,1,2,1,1,2012
201201EO40653,1,3,3,2,2012
201201EO40654,1,3,1,1,2012
201201EO40656,1,3,2,1,2012
201201EO40658,1,3,2,1,2012
201201EO40659,1,3,2,1,2012
201201EO40661,1,3,2,1,2012
201201EO40662,1,3,2,1,2012
201201EO40663,1,3,2,1,2012
201201EO40664,1,3,2,1,2012
201201EO40665,1,3,1,1,2012
201201EO40666,1,3,2,2,2012
201201EO40667,1,3,2,1,2012
201201EO40668,1,2,1,1,2012
201201EO40669,1,2,2,1,2012
201201EO40670,1,3,1,1,2012
201201EO40671,1,3,1,1,2012
201201EO40672,1,2,2,1,2012
201201EO40673,1,3,1,1,2012
201201EO40674,1,3,2,1,2012
201201EO40675,1,3,2,1,2012
201201EO40676,1,3,1,1,2012
201201EO40677,1,3,3,2,2012
201201EO40678,1,3,2,1,2012
201201EO40679,1,3,2,1,2012
201201EO40680,1,3,1,1,2012
201201EO40684,1,2,1,1,2012
201201EO40685,1,3,1,1,2012
201201EO40686,1,3,2,1,2012
201201EO40687,1,3,1,3,2012
201201EO40689,1,3,2,1,2012
201201EO40690,1,3,2,1,2012
201201EO40692,1,3,1,1,2012
201201EO40693,1,3,2,1,2012
201201EO40694,1,3,2,1,2012
201201EO40695,1,3,1,1,2012
201201EO40696,1,3,2,1,2012
201201EO40697,1,3,1,1,2012
201201EO40698,1,3,2,1,2012
201201EO40699,1,3,1,2,2012
201201EO40700,1,3,2,1,2012
201201EO40701,1,3,2,1,2012
201201EO40702,1,3,2,1,2012
201201EO40703,1,3,2,1,2012
201201EO40704,1,3,2,1,2012
201201EO40705,1,3,2,1,2012
201201EO40706,1,3,2,2,2012
201201EO40707,1,3,2,1,2012
201201EO40708,1,3,1,1,2012
201201EO40709,1,3,2,1,2012
201201EO40710,1,3,2,2,2012
201201EO40711,1,3,1,1,2012
201201EO40712,1,3,2,1,2012
201201EO40713,1,3,2,1,2012
201201EO40714,1,2,1,1,2012
201201EO40715,1,3,1,1,2012
201201EO40716,1,2,2,1,2012
201201EO40717,1,3,2,1,2012
201201EO40718,1,3,1,1,2012
201201EO40719,1,3,1,1,2012
201201EO40720,1,3,2,1,2012
201201EO40721,1,3,2,1,2012
201201EO40722,1,3,2,1,2012
201201EO40723,1,2,2,1,2012
201201EO40724,1,3,2,1,2012
201201EO40726,1,3,1,1,2012
201201EO40727,1,3,2,1,2012
201201EO40728,1,3,1,1,2012
201201EO40730,1,3,2,1,2012
201201EO40731,1,3,1,1,2012
201201EO40732,1,3,1,1,2012
201201EO40733,1,3,2,1,2012
201201EO40734,1,3,2,1,2012
201201EO40735,1,3,1,1,2012
201201EO40736,1,3,2,1,2012
201201EO40737,1,3,2,1,2012
201201EO40738,1,3,2,1,2012
201201EO40739,1,3,2,1,2012
201201EO40741,1,3,1,1,2012
201201EO40742,1,3,1,1,2012
201201EO40743,1,3,1,2,2012
201201EO40744,1,3,2,1,2012
201201EO40745,1,3,2,1,2012
201201EO40747,1,3,2,1,2012
201201EO40748,1,3,2,1,2012
201201EO40749,1,3,1,1,2012
201201EO40750,1,3,2,1,2012
201201EO40751,1,3,2,1,2012
201201EO40752,1,2,2,1,2012
201201EO40753,1,3,2,1,2012
201201EO40754,1,3,2,1,2012
201201EO40755,1,3,3,1,2012
201201EO40757,1,3,1,1,2012
201201EO40758,1,2,2,1,2012
201201EO40759,1,3,2,1,2012
201201EO40760,1,3,2,1,2012
201201EO40761,1,3,2,1,2012
201201EO40762,1,3,2,2,2012
201201EO40763,1,3,2,3,2012
201201EO40764,1,3,1,1,2012
201201EO40765,1,3,2,1,2012
201201EO40767,1,3,2,1,2012
201201EO40768,1,3,3,1,2012
201201EO40769,1,3,2,1,2012
201201EO40770,1,3,1,1,2012
201201EO40771,1,3,2,1,2012
201201EO40772,1,3,2,1,2012
201201EO40773,1,3,2,1,2012
201201EO40774,1,3,2,1,2012
201201EO40775,1,3,1,1,2012
201201EO40776,1,2,2,1,2012
201201EO40777,1,3,2,1,2012
201201EO40778,1,3,2,1,2012
201201EO40779,1,3,2,1,2012
201201EO40780,1,3,2,1,2012
201201EO40781,1,3,2,1,2012
201201EO40782,1,3,2,1,2012
201201EO40783,1,3,1,1,2012
201201EO40784,1,3,2,1,2012
201201EO40785,1,3,1,1,2012
201201EO40786,1,3,2,1,2012
201201EO40787,1,3,2,1,2012
201201EO40788,1,3,2,1,2012
201201EO40789,1,2,1,1,2012
201201EO40790,1,3,2,1,2012
201201EO40791,1,3,2,1,2012
201201EO40792,1,2,2,1,2012
201201EO40793,1,3,1,1,2012
201201EO40796,1,3,2,1,2012
201201EO40797,1,3,1,1,2012
201201EO40798,1,3,2,1,2012
201201EO40799,1,3,2,2,2012
201201EO40800,1,3,2,1,2012
201201EO40801,1,2,3,1,2012
201201EO40802,1,3,1,1,2012
201201EO40803,1,3,2,1,2012
201201EO40804,1,3,1,1,2012
201201EO40805,1,3,2,1,2012
201201EO40806,1,3,1,1,2012
201201EO40807,1,3,1,1,2012
201201EO40808,1,3,2,1,2012
201201EO40809,1,3,2,1,2012
201201EO40811,1,3,2,1,2012
201201EO40812,1,3,2,1,2012
201201EO40814,1,3,1,1,2012
201201EO40815,1,3,2,1,2012
201201EO40822,1,2,2,1,2012
201201EO40827,1,3,2,2,2012
201201EO40830,1,3,2,1,2012
201201EO40832,1,3,2,1,2012
201201EO40835,1,3,2,1,2012
201201EO49011,1,3,1,1,2012
201201EO49052,1,3,1,1,2012
201201EO49091,1,3,2,1,2012
201201FH10002,1,3,1,1,2012
201201FH10003,1,3,2,1,2012
201201FH10004,1,3,1,1,2012
201201FH10005,1,3,2,2,2012
201201FH10006,1,2,1,2,2012
201201FH10007,1,3,1,1,2012
201201FH10008,1,3,2,1,2012
201201FH10009,1,3,2,1,2012
201201FH10010,1,3,2,1,2012
201201FH10011,1,3,2,1,2012
201201FH10012,1,3,2,1,2012
201201FH10013,1,3,2,1,2012
201201FH10015,1,3,2,1,2012
201201FH10016,1,3,2,1,2012
201201FH10019,1,3,2,1,2012
201201FH10020,1,3,2,1,2012
201201FH10021,1,3,2,1,2012
201201FH10022,1,3,2,1,2012
201201FH10023,1,3,2,1,2012
201201FH10024,1,3,3,2,2012
201201FH10025,1,3,2,1,2012
201201FH10027,1,3,2,1,2012
201201FH10028,1,3,2,1,2012
201201FH10029,1,3,2,1,2012
201201FH10030,1,3,2,1,2012
201201FH10031,1,3,2,1,2012
201201FH10032,1,3,1,1,2012
201201FH10033,1,3,2,1,2012
201201FH10035,1,3,2,1,2012
201201FH10036,1,3,2,1,2012
201201FH10037,1,3,2,1,2012
201201FH10038,1,3,2,1,2012
201201FH10039,1,3,2,1,2012
201201FH10040,1,3,1,1,2012
201201FH10043,1,3,2,1,2012
201201FH10044,1,3,1,1,2012
201201FH10046,1,3,2,1,2012
201201FH10047,1,3,1,1,2012
201201FH10048,1,3,2,1,2012
201201FH10049,1,3,2,1,2012
201201FH10051,1,2,2,1,2012
201201FH10052,1,3,2,1,2012
201201FH10053,1,3,2,1,2012
201201FH10054,1,3,2,1,2012
201201FH10055,1,3,1,1,2012
201201FH10057,1,3,2,2,2012
201201FH10059,1,3,2,1,2012
201201FH10060,1,3,1,1,2012
201201FH10061,1,3,1,1,2012
201201FH10062,1,3,2,1,2012
201201FH10063,1,3,2,1,2012
201201FH10064,1,3,2,1,2012
201201FH10065,1,3,1,1,2012
201201FH10066,1,3,1,1,2012
201201FH10067,1,3,2,1,2012
201201FH10068,1,3,2,1,2012
201201FH10069,1,3,2,1,2012
201201FH10070,1,3,2,3,2012
201201FH10072,1,3,2,1,2012
201201FH10073,1,3,2,1,2012
201201FH10074,1,2,2,1,2012
201201FH10075,1,3,3,1,2012
201201FH10076,1,3,2,1,2012
201201FH10077,1,3,1,1,2012
201201FH10078,1,3,2,1,2012
201201FH10079,1,3,1,1,2012
201201FH10080,1,3,2,2,2012
201201FH10081,1,3,2,1,2012
201201FH10082,1,3,1,1,2012
201201FH10083,1,3,3,2,2012
201201FH10084,1,3,2,1,2012
201201FH10085,1,3,2,1,2012
201201FH10086,1,3,1,1,2012
201201FH10087,1,3,2,1,2012
201201FH10088,1,3,1,1,2012
201201FH10089,1,3,2,1,2012
201201FH10090,1,3,1,1,2012
201201FH10091,1,3,1,2,2012
201201FH10092,1,3,2,1,2012
201201FH10093,1,3,2,1,2012
201201FH10094,1,3,1,1,2012
201201FH10095,1,3,2,2,2012
201201FH10096,1,3,1,1,2012
201201FH10097,1,3,3,2,2012
201201FH10098,1,3,2,1,2012
201201FH10099,1,2,2,1,2012
201201FH10100,1,3,3,3,2012
201201FH10101,1,3,1,1,2012
201201FH10102,1,3,1,1,2012
201201FH10103,1,3,1,1,2012
201201FH10104,1,3,2,1,2012
201201FH10105,1,3,1,1,2012
201201FH10106,1,3,2,1,2012
201201FH10109,1,3,2,1,2012
201201FH10110,1,3,2,3,2012
201201FH10111,1,3,2,2,2012
201201FH10112,1,3,2,1,2012
201201FH10113,1,3,2,1,2012
201201FH10114,1,3,2,1,2012
201201FH10115,1,3,2,1,2012
201201FH10116,1,3,2,1,2012
201201FH10117,1,3,2,2,2012
201201FH10118,1,2,2,1,2012
201201FH10120,1,3,2,2,2012
201201FH10121,1,3,1,1,2012
201201FH10122,1,3,2,1,2012
201201FH10123,1,3,2,1,2012
201201FH10124,1,3,2,1,2012
201201FH10125,1,2,1,1,2012
201201FH10126,1,3,1,1,2012
201201FH10129,1,3,2,1,2012
201201FH10130,1,3,2,1,2012
201201FH10131,1,3,2,1,2012
201201FH10133,1,3,2,1,2012
201201FH10134,1,3,1,1,2012
201201FH10136,1,3,2,1,2012
201201FH10137,1,2,2,1,2012
201201FH10138,1,3,2,1,2012
201201FH10139,1,3,2,1,2012
201201FH10140,1,3,2,1,2012
201201FH10141,1,3,3,1,2012
201201FH10142,1,3,2,1,2012
201201FH10144,1,3,1,1,2012
201201FH10145,1,3,1,1,2012
201201FH10147,1,3,3,1,2012
201201FH10148,1,2,2,1,2012
201201FH10149,1,3,2,1,2012
201201FH10150,1,3,2,1,2012
201201FH10151,1,3,2,1,2012
201201FH10152,1,3,3,1,2012
201201FH10153,1,3,2,1,2012
201201FH10154,1,3,1,2,2012
201201FH10155,1,3,2,1,2012
201201FH10156,1,3,2,1,2012
